Date,Disaster_Type,Temperature,Wind_Speed,Rainfall,Population_Density,Infrastructure_Quality,Impact
2013-07-03,Hurricane,33.226345557043146,79.17990642663196,4.271313575750835,464,Low,4953008.25663572
2012-11-16,Hurricane,20.115723710618745,135.45537243155485,787.8972528908816,498,Medium,3681892.9435513527
2011-02-04,Flood,16.951547789558386,143.28206400603818,702.2660828606515,659,Low,9942320.53764917
2021-02-19,Wildfire,43.466566117599996,152.14288326184834,716.0849805840736,2755,Low,1200576.3942630282
2020-01-21,Hurricane,43.96896099223678,45.73255593567666,527.3956296406975,2051,Low,5943130.83272321
2020-04-20,Flood,39.25192044349383,98.03566418130394,275.8295429236292,1847,Low,6848647.742112929
2020-12-01,Earthquake,24.13841307520112,156.21258564365684,714.9189192723846,2533,Medium,9349867.08134775
2010-08-01,Earthquake,17.930163420191516,242.60562183527728,233.21354252095387,754,Medium,7824014.618881939
2016-05-25,Flood,35.52699079536471,183.26962873642373,450.1692346737623,2336,Low,6474087.307834313
2018-08-21,Hurricane,28.20457481218804,231.03792048801967,79.78477787510592,1115,Medium,1256441.9364400145
2022-03-12,Tornado,18.661147045343366,191.74195428697337,737.5645041062002,783,Medium,3799961.816631527
2011-04-22,Wildfire,29.855307303338105,149.9706573786381,112.61636621697066,849,High,1474532.261225054
2010-10-04,Earthquake,16.031655633456552,52.04572543840441,179.9174445843258,2107,Medium,8824006.051408585
2015-07-23,Hurricane,42.27961206236346,168.3379847136657,446.50732650257197,2844,Medium,7521249.440080065
2011-09-22,Tornado,22.763399448000506,157.72799366017722,611.2744001703852,1910,High,7599614.18929257
2012-06-26,Earthquake,34.875668530619464,152.60494676203027,495.48104474903914,2236,Low,6557339.525958086
2014-08-06,Wildfire,24.35133228268233,124.99753765711898,185.70713024012494,1940,Medium,5119731.015673426
2010-03-29,Tornado,30.602040635334326,134.52086797737252,0.7544340219922674,780,High,1584713.4886886224
2018-04-07,Earthquake,31.40130838029839,86.93841914393549,605.7204642459513,245,Low,3363979.378380012
2010-09-11,Tornado,20.545633665765813,132.23160969736426,788.165860728875,1147,High,1455466.3455212165
2018-03-02,Hurricane,44.08753883293676,53.40119689122717,647.9304962448723,1688,Low,7276640.114238198
2011-04-01,Flood,38.253984700833435,202.26772735329232,368.16529452529227,1708,Low,1686264.8826178499
2013-09-12,Flood,43.18496824692568,50.51535390118341,723.0138091192853,1175,Medium,7050924.146699687
2014-01-30,Hurricane,41.844820512829465,25.816741022919274,327.87813849468,313,Medium,6953328.356999457
2021-01-01,Earthquake,32.93699936433255,111.88027645750356,419.94726739477403,969,High,4647114.3420137605
2013-05-23,Wildfire,42.6562270506935,166.28532267898515,381.7038139165466,210,High,1438763.6757687177
2018-08-20,Wildfire,17.654775061557586,112.24062210871763,358.09909813241995,1306,High,3216528.1787269632
2021-07-14,Hurricane,20.879485872574357,72.80476232807061,620.1526154351246,2588,High,3268921.779847959
2016-02-13,Tornado,16.35681866731614,141.75194005315797,421.41512581559357,1860,Medium,7033812.818118605
2016-10-14,Flood,24.759909922897933,90.01557217598898,253.37369762017286,819,Medium,1226055.8921958709
2011-08-09,Flood,26.660318690684463,233.5525840810251,206.52653412678265,360,Low,8307779.597539298
2015-10-11,Earthquake,23.140470953216877,231.04805920287515,30.19785357394671,276,High,7633972.172840548
2011-07-14,Hurricane,39.86212527455788,128.0810958931634,466.5561295064368,322,Low,1944438.4899253119
2017-05-29,Earthquake,25.70259980080768,85.33157853447334,183.96913232082736,366,Low,7219727.379611005
2016-04-19,Tornado,23.428035290621423,185.59744141937657,118.50713761310647,1972,Medium,6718280.496531435
2019-12-05,Earthquake,31.280882494747456,13.994671153351327,523.0639710621422,2388,Low,7506395.921098171
2010-02-07,Earthquake,19.22772674924288,121.31840648069455,544.9674062572391,1542,Medium,1970392.6989420753
2010-12-13,Tornado,39.06590942262119,87.39923159623172,601.7239138061327,2826,High,1660144.1893490395
2017-08-04,Tornado,17.236519310393124,230.5312918501259,402.86151707087316,1944,High,2441191.4606352667
2018-11-01,Hurricane,44.60660809801552,7.940741681807223,715.2436841631093,1651,Medium,3722129.861174859
2011-02-09,Flood,38.16734307889972,140.43964455099552,749.0742027185822,1842,Medium,7957283.312254432
2021-01-31,Wildfire,20.961470446025174,186.46257736132338,645.8967518339915,1500,Medium,7405446.981040615
2014-07-21,Hurricane,15.165663513708072,123.8294069433901,508.47478560654974,2472,Medium,9261970.763557479
2013-06-28,Hurricane,39.463842853645026,25.923742389866806,242.97676287295093,1975,Medium,680432.6350762929
2018-07-07,Hurricane,36.205720315428515,243.25304055683605,786.355937296177,616,High,214407.18204043742
2015-08-30,Flood,36.87021504122962,131.912555687144,219.30893375355066,2965,Low,7021474.414037911
2021-07-30,Hurricane,38.13811040057837,155.4756298581578,162.12553759234484,2852,High,2864946.2083622403
2010-07-13,Flood,17.221339552022712,62.96939676333929,353.7232910292662,301,Medium,3407381.0657847933
2012-07-12,Tornado,25.753971856328178,123.45703085116693,45.47245656991077,1606,Low,5513340.056553671
2010-05-01,Flood,18.47607178575389,110.14162552978885,782.7955717374326,2404,Low,1113889.9189553051
2012-12-19,Wildfire,40.89310277626781,23.349481290486015,470.74684513313986,724,Medium,6462674.723825692
2022-06-26,Earthquake,33.69894380482674,31.00928661912947,445.5616733313402,2965,Medium,3318959.7176883873
2010-04-08,Flood,24.926940745579476,210.18076730659976,524.6370239197759,2361,High,6363879.730579818
2013-03-09,Flood,16.90675050858071,63.755888290614614,397.61891822176534,2165,High,8356668.43942652
2022-07-04,Earthquake,24.329469651469864,52.764776517164485,25.650813675633266,1652,High,1794002.2000405537
2019-05-06,Wildfire,24.75549966080241,128.70330555628414,489.8490310723174,563,Medium,9315643.61985375
2016-06-23,Earthquake,36.888185350141924,193.34304718381566,572.9391015651445,2866,Low,5353812.596518193
2010-05-18,Earthquake,34.12672414065639,20.176897051852038,333.3992484992425,491,Low,9236984.875222286
2016-08-19,Hurricane,41.616382277289794,146.3179403113727,605.8364576569543,50,High,2156527.8137976034
2022-05-26,Wildfire,29.16644775485848,34.20655849594047,181.60103947073648,2455,Medium,6085170.3795819525
2012-08-05,Wildfire,18.58782737814905,13.932957452276522,177.02127285294722,1188,High,4098482.461503687
2017-05-30,Hurricane,36.39734361668985,17.92226827974326,129.13359015005915,952,High,7764799.69244453
2014-04-10,Wildfire,37.82355145850693,209.37020651106812,297.59580783132947,1673,High,6098498.537811634
2017-01-03,Hurricane,31.83831592708489,33.90325848887508,677.6096283112669,1270,Low,4995703.023887353
2017-10-21,Wildfire,38.12901539863683,16.06208428101153,662.3296497192515,2371,Medium,9138555.523666985
2022-01-22,Hurricane,29.81386789093172,112.2854723500135,306.25936637080304,905,High,3833458.9352996345
2016-02-26,Flood,30.681984881459822,211.77840062579608,471.29498878418923,1067,Low,2277804.0284919967
2019-11-14,Flood,27.826230550756488,69.29005223987897,576.6530531799325,1233,Low,6120201.749835708
2010-01-02,Earthquake,15.762573802322855,108.31959129384951,192.9654197024184,2270,High,6277881.528010856
2010-05-11,Wildfire,18.236742809799132,14.78102047811905,134.51286871579765,634,Medium,4447036.753561567
2019-08-17,Tornado,15.942875570602027,115.02423596304459,777.6767945698488,2578,High,4917439.432524885
2018-08-26,Earthquake,34.09231233791341,146.51520475609775,494.0458505676948,504,Medium,9599578.80156901
2015-11-27,Flood,24.4306794322898,144.87222816927547,785.1325774669311,245,High,7353588.344828333
2019-05-26,Earthquake,30.257120734941083,86.44453958271946,270.2047897057833,2893,Low,1194957.3396775124
2015-09-24,Flood,42.22699421778279,82.3056292624682,562.4253599793052,648,Medium,2200087.7016190486
2014-07-04,Wildfire,22.47876687446625,31.122786639466483,178.08290923299018,1382,Medium,9758208.680912035
2014-07-27,Wildfire,27.31148769106889,94.86558855833576,208.96013701913034,1809,Low,7292008.982555959
2012-05-10,Flood,37.66653415629146,29.37619387387634,409.5216970156992,605,High,9158946.748832066
2022-05-24,Earthquake,21.863944964748676,192.81600645445263,255.694500406457,2945,High,3108228.493488348
2017-03-04,Earthquake,17.30939729486379,241.73720294830554,134.09725107246757,1567,Medium,7444481.914857264
2019-06-06,Tornado,23.69254358741304,242.6682418833432,210.3045615914608,488,Medium,7168626.814382764
2011-04-23,Tornado,19.83663861762013,216.9424193469715,28.598715572691713,2747,High,3017430.855849813
2018-05-17,Tornado,42.890929570277194,152.19407658820668,563.5388971819893,408,Medium,5553081.621961983
2015-01-22,Hurricane,39.24361138693251,176.71209582475058,393.6933256686893,1107,Low,6311409.601575923
2013-03-08,Flood,34.002112695312704,74.87542165670145,75.3944531236205,1161,Medium,4863204.927191904
2020-12-10,Tornado,41.143817705631534,159.53875294229206,137.35519450279295,2755,Medium,8289069.195914326
2017-04-29,Hurricane,39.110162306973436,116.63413961276997,82.02763049011521,2113,Low,8345403.513800096
2020-08-19,Flood,20.597101766581076,123.09424824534847,490.07424662070116,2842,Low,8520945.42818541
2019-02-27,Hurricane,41.77676995469933,190.6552572919137,75.36829088999504,470,Medium,8053893.334071812
2014-07-07,Flood,31.18026725746952,74.06999712132665,603.4258664281729,602,Medium,4932026.4242517315
2010-05-13,Wildfire,39.22320465492187,82.91970486515737,16.40873545631294,2864,High,3876239.151675171
2015-02-12,Flood,41.8827389977048,231.537238826516,199.5006303967137,2890,Medium,8330625.208772268
2022-05-05,Wildfire,24.540104249155917,18.7749522384882,712.5333407135257,1199,Low,4952994.439707042
2018-11-14,Tornado,18.301557735830304,123.98040311126839,574.8250544977968,1081,Medium,2539076.8464170205
2010-11-05,Wildfire,21.83805487625825,228.6361960999261,58.37466634055018,1541,Medium,5122700.969989941
2016-08-13,Wildfire,27.813233658787688,154.53893691544846,656.9008835881438,929,High,1504313.2370004968
2021-03-18,Flood,39.54044297767479,138.86973318197235,394.42809723216385,1935,High,6947131.956928109
2019-09-11,Hurricane,40.82191749769031,66.18732391119202,677.4264217350634,901,High,3425620.6880766726
2014-07-26,Earthquake,15.208563915935722,89.10249482078983,480.5918195603147,559,Low,2680522.104629798
2021-10-20,Earthquake,30.32241907732697,213.75186187214976,545.466425626287,1909,Low,9569436.587723976
2015-04-15,Hurricane,27.52233009446337,142.00844228327225,794.8012483165666,1813,Low,7791121.858007246
2011-10-18,Hurricane,21.663234314121908,131.11183747041107,185.86843673921453,1015,High,7891988.076966923
2012-09-19,Wildfire,18.595961020010485,29.397029817307086,499.1564598091107,1908,High,6274847.495863916
2022-01-09,Earthquake,25.12845514210884,8.926898331505164,368.2571120459187,963,High,8407810.824051943
2022-05-17,Flood,43.287291117375574,241.10287122832702,31.56156233815315,1440,Medium,7615708.563517475
2012-12-03,Earthquake,24.696087960622656,97.3616109852762,11.576513202292027,1561,Low,6027859.670922804
2010-09-18,Earthquake,30.563718652300985,152.78720021437854,95.38286225428693,2115,Medium,9615131.578332001
2022-06-27,Hurricane,36.090568766855334,24.530192930884823,519.2733924308385,2153,High,1996790.001875788
2020-10-26,Tornado,25.90888807137882,172.3630000021464,453.7304703307138,1108,Medium,9439459.218048036
2012-06-09,Tornado,44.15346248162882,233.47884363296043,442.743648930982,2999,High,4074237.803788763
2010-08-29,Wildfire,43.87341884826334,146.03798698436782,25.485410022608068,2727,Low,5331149.935674718
2015-02-11,Earthquake,22.553468874760924,35.898253981975586,375.44239708800563,843,Medium,1315119.2634886585
2018-03-08,Earthquake,29.91745517677156,147.52177423100179,739.6982542740228,1646,High,5447063.64532573
2016-10-18,Hurricane,24.026349294503092,192.75506721063982,318.0734954485173,1856,High,6150946.843396114
2021-01-15,Tornado,23.545214831324028,104.57205146063457,499.9379758307651,396,High,9977245.263904387
2015-04-06,Tornado,16.106608420635983,220.56024824565964,623.8549404985148,1105,Low,9754404.869608114
2017-02-10,Wildfire,33.286930019396905,163.9273235725543,627.1402233135101,957,High,9667333.189555444
2016-09-10,Hurricane,30.080370696865845,225.3159849808546,415.4240659162171,1073,Low,3549041.795010368
2020-02-11,Wildfire,16.54436253749968,157.7588012555976,686.3615563218691,625,Low,9913538.337575931
2015-11-20,Hurricane,23.359393927098346,37.16555314118194,313.10247469099755,248,Low,4609233.700791597
2018-02-05,Earthquake,42.24797657899961,80.87446922077133,710.9545718278387,1415,High,8533178.961742815
2010-09-03,Tornado,22.186856720009175,54.439762321851944,192.18173311643625,2048,High,2241567.693287823
2010-10-06,Tornado,19.346846162736693,227.66249194063127,224.17312559245684,1304,Low,5107748.478600363
2015-12-26,Earthquake,29.68358280832689,191.29801648543327,42.49649935920088,2398,Medium,9663519.751663294
2011-09-14,Flood,44.56951362331802,170.71760038295147,636.4654692338263,1066,Low,9475610.829541933
2020-07-18,Wildfire,22.261658145345013,78.73674830974731,333.64418898616447,75,Low,6868975.290432124
2014-03-07,Tornado,35.16406642217636,50.090969152302314,183.29329112911924,1608,Low,7998361.793275292
2017-11-24,Flood,37.84858845986153,190.3305165572834,185.43222209326373,2547,Medium,1846624.2963637738
2022-12-30,Flood,22.12912631977199,121.16869674037451,721.1199529833865,2417,Medium,7244419.639893158
2016-05-23,Flood,36.84649045835579,60.318440276904134,667.1332803688296,2253,High,6218703.002520186
2012-03-10,Flood,26.033493981577596,156.0723846504924,442.8247082857466,520,Medium,1006362.1839373363
2014-04-12,Hurricane,33.96917491780738,14.881793773920734,492.88864033257687,2517,Low,1220274.1652377949
2019-07-20,Tornado,34.00589132282684,84.91171226142211,379.4604564402328,700,Medium,1173591.8157374926
2012-10-24,Tornado,31.073240522242756,119.79646367482799,313.3332343030471,935,Low,7271133.654815373
2019-09-18,Tornado,17.70869310163225,41.24979185680443,732.3815049746652,979,Low,1502980.5616509672
2020-11-20,Hurricane,40.05907486767714,246.2403470097557,100.49016281624165,1794,Medium,4730549.484033258
2019-01-14,Wildfire,24.623401949152075,56.22885432445549,334.7574317729824,2932,Medium,3634119.8781898017
2017-10-05,Earthquake,20.595555311995625,36.93651686060006,275.64952639030025,925,High,5549990.993625157
2018-04-01,Earthquake,16.223254246642917,54.866044102289614,398.5205762009187,991,High,7094117.223472088
2013-01-30,Hurricane,32.72678829564725,193.41997762413243,366.10549963614005,1358,Low,6878753.118491187
2017-04-15,Flood,35.32693085526847,109.24888652160149,415.11162532086513,621,High,5203647.167552329
2012-06-30,Wildfire,15.497634867835684,143.5269052393718,111.93518178159528,103,High,4696915.248742816
2014-01-18,Earthquake,30.36279174897843,10.147243461658382,410.5132012106217,654,Low,4038374.3917103615
2020-03-04,Hurricane,21.79487325593814,13.435670600462066,193.9350511097687,374,High,8632908.488213357
2011-04-21,Flood,34.35518371228349,114.22725970761896,147.465079190553,934,Low,3375432.8682391853
2020-07-01,Wildfire,20.23099287014974,205.08053458439775,51.86737502895298,314,High,2667721.629558199
2010-07-25,Hurricane,35.72813214307398,221.8835252833535,610.1220470049127,431,High,7458823.387187186
2020-05-11,Tornado,26.602060389016124,26.243109060931854,341.95353668524797,1286,High,3661658.270797592
2016-12-27,Wildfire,43.101899662102035,136.89896001475057,501.3149466494067,2430,High,8485286.137596957
2017-03-01,Flood,19.125628324379797,228.74127313842126,582.0746746437947,1431,Medium,3346098.314507733
2017-10-04,Tornado,25.231990531507755,100.05332482748216,543.4533322508428,2300,High,7049253.763288423
2014-12-08,Wildfire,18.40420563721767,208.2436286999503,376.4005752717458,2155,Medium,546579.1622248273
2017-06-25,Wildfire,42.74080854835688,37.75543532786187,310.3188231613839,1567,High,3917072.513092168
2015-01-10,Wildfire,41.32018060142943,234.1716499686107,300.767927712531,1583,High,3497978.7321787598
2013-03-26,Hurricane,22.73824883145467,189.09871279516915,512.0390375440451,1841,High,8185119.518831641
2012-08-30,Flood,34.79952138102537,235.6269262327909,395.83548395349874,596,Low,9673848.49196027
2021-12-07,Wildfire,39.51666600603647,170.77122222036408,679.3057983908085,920,Medium,4662724.639260318
2021-12-25,Hurricane,31.65602434798387,94.03396333985961,699.7615874613697,2200,Medium,8265879.143822205
2017-08-30,Wildfire,30.889517350680194,234.854387268557,136.44830240521478,1273,High,7026977.539477915
2019-01-08,Hurricane,22.25556872701355,72.51386019574872,108.98692123658051,914,High,9677121.277870562
2012-06-10,Flood,17.793083034176977,86.38226790512446,504.3207408287996,2015,Low,8129974.291993964
2014-08-04,Wildfire,41.91647273859981,176.6980624104264,240.98059844982353,447,High,867032.8530409322
2014-05-23,Tornado,42.01254171489991,192.50249338371964,14.856575012079087,1811,Medium,7161489.051584139
2016-10-29,Flood,33.99304371819804,232.7038535430427,710.9141354903641,441,Medium,5401447.182681499
2010-02-04,Wildfire,25.17089373146102,55.17659021877133,181.52061379504661,2203,Low,262716.97353003896
2011-10-18,Flood,25.476287238379825,200.50951862870988,743.4245213486473,1662,Medium,2587998.2913818923
2020-07-17,Hurricane,36.77867036610718,185.94378308225603,573.9475607026029,1127,Low,9225376.92576624
2020-03-14,Wildfire,41.913307798577314,20.629666282131478,610.1227919291874,1350,Medium,9268007.590588855
2019-01-13,Earthquake,41.61259272795352,99.8696695965007,161.16919663452833,2208,Medium,8008619.555986281
2016-07-27,Flood,38.396266375728715,74.27753697972416,187.35554049345035,2321,Low,9819618.072452094
2017-08-03,Hurricane,34.26094938462863,79.60015396673745,417.0142030592526,2172,High,8084797.723779628
2017-09-20,Earthquake,17.524198949851467,245.8219854909017,137.67988211988973,2603,Medium,201021.4541239274
2017-01-22,Tornado,19.84886142283841,162.48046630258233,244.34535414642582,2867,High,2949559.9689849666
2011-05-18,Earthquake,41.956625655812374,180.8306586594074,257.1699823582436,2579,Medium,403179.4041538524
2012-08-01,Tornado,33.1928717897877,244.27132114217724,127.70394660221127,413,Medium,1031668.8905018385
2016-06-25,Wildfire,15.27591154849889,97.41443670212148,164.1462667161286,2336,Medium,2266524.087812683
2014-11-30,Hurricane,18.044146285980965,201.45084127093745,630.8414736066053,1474,Low,5085229.608622672
2020-10-04,Tornado,34.905053073241675,111.46008600960137,133.7566836378147,895,Low,8490566.834273975
2011-01-20,Earthquake,15.15184751538656,218.03574959467005,22.76591347513799,1377,Low,8633470.88595537
2019-08-07,Flood,19.82424154252496,49.26109762126928,503.4839541031507,441,High,6200398.399717235
2013-04-07,Earthquake,31.462013680997583,237.1831133807485,780.78649551396,1090,High,9288941.796755726
2015-02-21,Flood,35.7568559307808,58.59906856066552,264.9710516984971,2109,Medium,5050617.03324306
2012-04-04,Flood,34.55883778507801,84.92402421032823,94.92456255700183,2096,High,8901456.836918695
2010-06-05,Earthquake,21.728079283816793,190.26709735616123,456.30986029402465,195,Medium,4595246.03768692
2022-09-15,Hurricane,36.36537664042608,101.47000968352464,725.0833688765169,1355,High,2844527.5734766345
2015-04-15,Hurricane,22.117472624904003,154.01178730777943,627.249423862783,1622,Low,9172487.889194233
2021-06-03,Wildfire,24.76199094477803,113.92050776200998,498.0126947301728,2266,Low,3940557.249220806
2020-02-01,Wildfire,37.394742153540726,186.88063458699654,252.0451972860795,2944,Low,5083700.67756017
2020-09-03,Tornado,34.48898697141644,60.94115683030966,433.50413862097594,2267,Medium,3355720.2620537044
2014-07-29,Hurricane,40.47670231482534,19.322206873034865,72.99587304340429,2082,High,6662092.242878225
2015-08-04,Earthquake,34.7283867690103,78.48270238090123,543.156339424536,814,High,9950809.127559751
2019-08-20,Wildfire,32.04925810006415,121.20562289276542,580.0768151181206,1419,Low,352584.13376121945
2011-11-23,Flood,17.810243034842774,46.16491278720625,772.025298327935,548,High,9008495.259470304
2019-03-14,Wildfire,26.031474091783004,91.92533596581522,208.31788699605733,2016,High,138867.96419372747
2014-07-05,Earthquake,22.956071030451763,102.99583948192429,14.765135234418114,1215,High,3705856.0233474895
2021-05-30,Tornado,22.319689301372506,19.06100170362702,436.4867715417205,2994,Low,1769207.3822661915
2012-11-26,Earthquake,44.190316642573364,147.9102758051301,565.4324035174516,1810,Medium,7597683.628658258
2011-02-22,Flood,26.792931740002814,221.66413985296543,632.3259807063904,167,Medium,601047.3234960175
2012-05-26,Earthquake,41.7613966553134,42.17701367349785,154.9911464198485,414,High,5579501.040484847
2016-12-29,Flood,33.93415877991789,151.46296328337093,209.40229522961891,2031,Low,3019768.7250685953
2011-06-10,Earthquake,38.84433910624945,167.86110520315734,410.07274021383705,185,Low,1423335.463760551
2019-07-21,Flood,30.079112793155765,107.73699670272565,264.4806479760015,1150,Medium,7741000.299816144
2019-07-28,Wildfire,32.30711653879077,176.76890890424613,688.4091892699561,1921,Low,2252426.659127041
2012-03-24,Flood,29.77553081456592,105.62922815529795,379.00812299097623,2654,Medium,2314384.599343895
2011-06-24,Flood,20.857289633941335,128.63613555447154,639.6629152816024,67,Low,2823260.172865438
2013-11-15,Earthquake,36.67356345784516,6.80149591583461,464.495808385883,1940,High,5908990.961897471
2020-09-21,Hurricane,23.423170873225672,174.47142796299875,618.4721132936896,2500,Low,6630692.723738408
2016-01-20,Flood,15.729478992943616,167.02895634145747,266.1383892242591,254,Medium,274264.98464331514
2017-08-12,Earthquake,34.364168877215036,14.408214944954418,665.133297544249,548,Low,2494509.397526524
2020-06-19,Flood,20.31332038221147,95.2212763118076,219.65785244081727,2421,Low,4366611.3408023
2014-01-04,Tornado,43.21375753058743,244.8628009939585,436.87904640263264,644,Low,3386571.826396208
2018-05-17,Tornado,43.617857310077625,108.08045782931111,171.20569053909938,611,High,8853289.519257773
2022-07-11,Hurricane,42.44593170661346,127.97662425730122,380.4212173009547,1354,Medium,7898316.435775546
2020-11-03,Flood,26.10476100766333,227.93288874913105,254.5401676069625,2576,High,6296313.133834393
2016-12-02,Earthquake,15.463698495866023,180.72915958711033,213.3627445097714,2261,Low,3446619.918370694
2012-09-28,Flood,42.84955687763176,147.60718212543478,773.58801442243,2421,High,7036656.213976982
2019-05-10,Hurricane,27.84552444951943,200.46214692856276,128.0592843893845,2648,Low,8452016.327173365
2022-07-30,Earthquake,43.999644571310085,216.76973528171345,629.8606699659163,2928,High,5988820.735853968
2015-07-12,Earthquake,43.90859931267758,116.93757757563039,787.331967586572,689,Medium,7866168.522244453
2022-12-16,Flood,40.5902836640208,121.40154940829967,15.921186992062264,1976,Low,7516139.117857504
2015-11-27,Tornado,23.83346676208757,99.58247923469978,559.2219312336761,2731,Low,5760199.38048719
2017-12-12,Hurricane,26.552931858057757,241.84300430452285,202.3294444450297,2856,Medium,3190613.8465329586
2017-03-09,Tornado,40.534100145505704,175.80573230113583,32.390259462643556,2305,Low,7483243.36421259
2016-04-04,Flood,24.50766015468833,25.38965122097771,322.31166316530465,364,High,2147284.026940304
2017-11-12,Hurricane,20.084782400582775,216.42510771168952,748.1742481367,2401,Medium,7816934.630068184
2018-09-27,Earthquake,31.704037873750504,122.73718550488567,9.412075493598149,950,Medium,8065012.252211077
2018-08-31,Wildfire,43.08464322482343,21.84470707350943,470.3085535438253,2336,High,8239234.3077466935
2016-01-27,Tornado,35.88089390024919,139.6807275150112,401.11718287625945,1800,Low,4781868.11268673
2018-06-10,Tornado,32.10183510268095,107.20524834904701,698.707331496838,853,High,2005559.6009271746
2014-04-10,Hurricane,17.915294813123054,220.0486041913431,67.20137161650052,1610,Low,1087263.6406540805
2013-02-27,Wildfire,33.45021680097509,54.978677884299906,545.2208239093203,1502,Low,7459276.37983045
2011-05-28,Flood,44.7016155031279,207.48382932558482,544.0877587466218,1293,Medium,8873987.706845151
2012-11-15,Flood,19.202520457095723,141.6337293404359,535.2640134898265,2372,Medium,6543299.752485376
2014-01-19,Hurricane,30.5498895709121,18.379524287299915,753.8675959480296,1720,High,1527184.597844859
2014-05-20,Flood,41.32119215783867,243.10209882474373,658.4700232055044,2077,Medium,9355474.840323983
2022-10-15,Earthquake,37.22305853262613,130.590734805284,33.57818099480481,1818,Medium,9892109.943939263
2021-04-17,Hurricane,35.910472229858044,76.26482928673771,376.86628056361053,2050,Medium,4390448.238355727
2015-12-07,Wildfire,36.07452251961328,120.00467628736823,318.3624449610668,1139,Low,5988770.363810335
2016-06-01,Hurricane,25.784734536592655,215.1751569617848,248.11777687264166,1496,High,7794562.348016412
2019-08-05,Hurricane,23.8077553279348,79.70126547434056,361.0693801232778,2352,High,7390258.921495442
2022-01-03,Earthquake,39.28083466435541,52.20571713924158,307.35534794078194,2222,Low,9681093.200141147
2010-09-22,Tornado,39.30340184037542,36.62245549806596,345.86711990293225,1219,Low,1237342.6016800103
2010-01-23,Wildfire,41.01216955740311,77.97555260560176,783.409492486914,664,Medium,5849176.174813776
2015-08-06,Tornado,42.397216576694134,196.11178132481064,70.9063797996646,2482,Medium,6950121.054763612
2016-04-08,Hurricane,30.340271965828133,120.54845947283911,737.7846958709838,2544,High,8911974.399457933
2021-04-17,Earthquake,30.045488840615988,60.732992904917296,384.18937077682136,436,Medium,8753685.314409692
2018-09-23,Tornado,38.948855369003255,45.71532490438855,498.9937963996329,2480,Low,9782197.956256771
